log_timestamp,input_row_identifier,CompanyName,GivenURL,stage_of_failure,error_reason,error_details,Associated_Pathful_Canonical_URL
2025-06-10T11:47:07.390044,0,exxomove GmbH,https://www.exxomove.de/,LLM_Summarization_Failed,Failed to generate website summary.,"{""raw_response"": ""{\""error\"": \""Gemini API error: models/gemini-2.0-pro-latest is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.\"", \""type\"": \""NotFound\""}""}",
2025-06-10T11:47:12.527983,1,Blipack AG,blipack.ch,LLM_Summarization_Failed,Failed to generate website summary.,"{""raw_response"": ""{\""error\"": \""Gemini API error: models/gemini-2.0-pro-latest is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.\"", \""type\"": \""NotFound\""}""}",
